"police_station_id","station_name","police_staff","inspector_id","inspector_name","age","joining_date","salary","no_of_cases","max_case_type","min_cases_type","avg_solving_day","station_pincode","station_zone","city","state"
"G2-258500","ST-4062",16,"IG-41098","Saanvi Kapoor",39,"2001-06-19",193520,8167,"theft","Property dispute",4,"493835","EAST","Solapur","Arunachal Pradesh"
"G2-258501","ST-4063",37,"IG-41099","Aanya Malhotra",56,"2001-06-19",246865,8169,"cybercrime","marriage affairs",6,"493837","WEST","Ranchi","Assam"
"G2-258502","ST-4064",20,"IG-41100","Kabir Saxena",56,"2001-06-19",87748,8171,"sedition","Divorce",7,"493839","SOUTH","Jalandhar","Bihar"
"G2-258503","ST-4065",19,"IG-41101","Aarohi Reddy",44,"2001-06-19",228499,8173,"Property dispute","Fraud",14,"493841","NORTH","Tiruchirappalli","Chhattisgarh"
"G2-258504","ST-4066",20,"IG-41102","Diya Saxena",64,"2001-06-19",187112,8175,"Fraud","riots",6,"493843","CENTRAL","Bhubaneswar","Goa"
"G2-258505","ST-4067",33,"IG-41103","Kiara Joshi",39,"2001-06-19",152223,8177,"riots","claims of negligence",14,"493845","EAST","Salem","Gujarat"
"G2-258506","ST-4068",24,"IG-41104","Vihaan Malhotra",63,"2001-06-19",209174,8179,"marriage affairs","dowry demands",10,"493847","WEST","Mysore","Haryana"
"G2-258507","ST-4069",32,"IG-41105","Saanvi Chopra",41,"2001-06-19",66209,8181,"Divorce","robbery",14,"493849","SOUTH","Thiruvananthapuram","Himachal Pradesh"
"G2-258508","ST-4070",29,"IG-41106","Krishna Saxena",42,"2001-06-19",115506,8183,"claims of negligence","unfair dismissal",6,"493851","NORTH","Tiruppur","Jharkhand"
"G2-258509","ST-4071",20,"IG-41107","Vihaan Kapoor",42,"2001-06-19",73784,8185,"appeal against HR","discrimination",7,"493853","CENTRAL","Gwalior","Karnataka"
"G2-258510","ST-4072",33,"IG-41108","Aarohi Iyer",42,"2001-06-19",74500,8187,"Workplace harassment","appeal against HR",5,"493855","EAST","Chandrapur","Kerala"
"G2-258511","ST-4073",37,"IG-41109","Vivaan Pandey",58,"2001-06-19",80871,8189,"Murder","Workplace harassment",10,"493857","WEST","Mumbai","Madhya Pradesh"
"G2-258512","ST-4074",31,"IG-41110","Navya Gupta",51,"2001-06-19",66016,8191,"robbery","Murder",7,"493859","SOUTH","Delhi","Maharashtra"
"G2-258513","ST-4075",37,"IG-41111","Krishna Malhotra",59,"2001-06-19",136445,8193,"dowry demands","theft",6,"493861","NORTH","Bangalore","Manipur"
"G2-258514","ST-4076",28,"IG-41112","Vihaan Mishra",56,"2001-06-19",160206,8195,"robbery","cybercrime",9,"493863","CENTRAL","Hyderabad","Meghalaya"
"G2-258515","ST-4077",30,"IG-41113","Saanvi Mishra",63,"2001-06-19",149565,8197,"unfair dismissal","sedition",11,"493865","EAST","Ahmedabad","Mizoram"
"G2-258516","ST-4078",30,"IG-41114","Reyansh Kapoor",60,"2001-06-19",75562,8199,"theft","Property dispute",14,"493867","WEST","Chennai","Nagaland"
"G2-258517","ST-4079",12,"IG-41115","Aanya Malhotra",56,"2001-06-19",93742,8201,"cybercrime","marriage affairs",14,"493869","SOUTH","Kolkata","Odisha"
"G2-258518","ST-4080",17,"IG-41116","Navya Sharma",54,"2001-06-19",76251,8203,"sedition","Divorce",15,"493871","NORTH","Surat","Punjab"
"G2-258519","ST-4081",16,"IG-41117","Ishita Mishra",45,"2001-06-19",159171,8205,"Property dispute","Fraud",6,"493873","CENTRAL","Pune","Rajasthan"
"G2-258520","ST-4082",40,"IG-41118","Rishi Mehta",61,"2001-06-19",56223,8207,"Fraud","riots",5,"493875","EAST","Jaipur","Sikkim"
"G2-258521","ST-4083",39,"IG-41119","Saanvi Verma",41,"2001-06-19",243507,8209,"riots","claims of negligence",3,"493877","WEST","Lucknow","Tamil Nadu"
"G2-258522","ST-4084",33,"IG-41120","Krishna Patel",60,"2001-06-20",68328,8211,"marriage affairs","dowry demands",15,"493879","SOUTH","Kanpur","Telangana"
"G2-258523","ST-4085",21,"IG-41121","Vihaan Verma",60,"2001-06-20",190401,8213,"Divorce","robbery",9,"493881","NORTH","Nagpur","Tripura"
"G2-258524","ST-4086",13,"IG-41122","Saanvi Singh",63,"2001-06-20",203539,8215,"claims of negligence","unfair dismissal",10,"493883","CENTRAL","Indore","Uttar Pradesh"
"G2-258525","ST-4087",13,"IG-41123","Arjun Verma",57,"2001-06-20",226771,8217,"appeal against HR","discrimination",4,"493885","EAST","Thane","Uttarakhand"
"G2-258526","ST-4088",40,"IG-41124","Arjun Agarwal",64,"2001-06-20",104941,8219,"Workplace harassment","appeal against HR",10,"493887","WEST","Bhopal","West Bengal"
"G2-258527","ST-4089",38,"IG-41125","Saanvi Nair",59,"2001-06-20",232545,8221,"Murder","Workplace harassment",11,"493889","SOUTH","Visakhapatnam","Andaman and Nicobar Islands"
"G2-258528","ST-4090",30,"IG-41126","Meera Das",57,"2001-06-20",216488,8223,"robbery","Murder",13,"493891","NORTH","Vadodara","Chandigarh"
"G2-258529","ST-4091",18,"IG-41127","Aarav Patel",43,"2001-06-20",195798,8225,"dowry demands","theft",12,"493893","CENTRAL","Firozabad","Dadra and Nagar Haveli and Daman and Diu"
"G2-258530","ST-4092",28,"IG-41128","Aditya Verma",41,"2001-06-20",193386,8227,"robbery","cybercrime",12,"493895","EAST","Ludhiana","Lakshadweep"
"G2-258531","ST-4093",29,"IG-41129","Krishna Jain",47,"2001-06-20",119331,8229,"unfair dismissal","sedition",9,"493897","WEST","Rajkot","Delhi"
"G2-258532","ST-4094",24,"IG-41130","Krishna Verma",59,"2001-06-20",126225,8231,"theft","Property dispute",4,"493899","SOUTH","Agra","Puducherry"
"G2-258533","ST-4095",33,"IG-41131","Navya Das",49,"2001-06-20",62602,8233,"cybercrime","marriage affairs",12,"493901","NORTH","Siliguri","Ladakh"
"G2-258534","ST-4096",20,"IG-41132","Aanya Chopra",53,"2001-06-20",221340,8235,"sedition","Divorce",9,"493903","CENTRAL","Nashik","Jammu and Kashmir"
"G2-258535","ST-4097",15,"IG-41133","Anika Singh",57,"2001-06-20",203710,8237,"Property dispute","Fraud",6,"493905","EAST","Faridabad","Maharashtra"
"G2-258536","ST-4098",32,"IG-41134","Krishna Jain",42,"2001-06-20",187279,8239,"Fraud","riots",12,"493907","WEST","Patna","Delhi"
"G2-258537","ST-4099",26,"IG-41135","Rishi Bose",45,"2001-06-20",81087,8241,"riots","claims of negligence",11,"493909","SOUTH","Meerut","Karnataka"
"G2-258538","ST-4100",21,"IG-41136","Aarohi Pandey",63,"2001-06-20",157946,8243,"marriage affairs","dowry demands",4,"493911","NORTH","Kalyan-Dombivli","Andhra Pradesh"
"G2-258539","ST-4101",22,"IG-41137","Rishi Verma",41,"2001-06-20",239774,8245,"Divorce","robbery",15,"493913","CENTRAL","Vasai-Virar","Arunachal Pradesh"
"G2-258540","ST-4102",37,"IG-41138","Krishna Nair",61,"2001-06-20",112693,8247,"claims of negligence","unfair dismissal",15,"493915","EAST","Varanasi","Assam"
"G2-258541","ST-4103",39,"IG-41139","Sai Mehta",39,"2001-06-20",47953,8249,"appeal against HR","discrimination",7,"493917","WEST","Srinagar","Bihar"
"G2-258542","ST-4104",20,"IG-41140","Sai Mishra",46,"2001-06-20",186358,8251,"Workplace harassment","appeal against HR",3,"493919","SOUTH","Dhanbad","Chhattisgarh"
"G2-258543","ST-4105",31,"IG-41141","Meera Malhotra",57,"2001-06-20",153217,8253,"Murder","Workplace harassment",15,"493921","NORTH","Jodhpur","Goa"
"G2-258544","ST-4106",35,"IG-41142","Riya Mehta",60,"2001-06-20",93068,8255,"robbery","Murder",7,"493923","CENTRAL","Amritsar","Gujarat"
"G2-258545","ST-4107",18,"IG-41143","Anika Kapoor",46,"2001-06-20",103157,8257,"dowry demands","theft",8,"493925","EAST","Raipur","Haryana"
"G2-258546","ST-4108",33,"IG-41144","Meera Reddy",54,"2001-06-21",138136,8259,"robbery","cybercrime",13,"493927","WEST","Allahabad","Himachal Pradesh"
"G2-258547","ST-4109",22,"IG-41145","Krishna Gupta",43,"2001-06-21",51023,8261,"unfair dismissal","sedition",6,"493929","SOUTH","Coimbatore","Jharkhand"
"G2-258548","ST-4110",32,"IG-41146","Aarav Sharma",54,"2001-06-21",86564,8263,"theft","Property dispute",7,"493931","NORTH","Jabalpur","Karnataka"
"G2-258549","ST-4111",39,"IG-41147","Riya Mehta",41,"2001-06-21",113233,8265,"cybercrime","marriage affairs",5,"493933","CENTRAL","Gwalior","Kerala"
"G2-258550","ST-4112",29,"IG-41148","Kiara Nair",39,"2001-06-21",204932,8267,"sedition","Divorce",11,"493935","EAST","Vijayawada","Madhya Pradesh"
"G2-258551","ST-4113",22,"IG-41149","Aditya Reddy",44,"2001-06-21",231031,8269,"Property dispute","Fraud",3,"493937","WEST","Madurai","Maharashtra"
"G2-258552","ST-4114",37,"IG-41150","Diya Verma",43,"2001-06-21",175433,8271,"Fraud","riots",13,"493939","SOUTH","Guwahati","Manipur"
"G2-258553","ST-4115",29,"IG-41151","Riya Pandey",60,"2001-06-21",79780,8273,"riots","claims of negligence",10,"493941","NORTH","Chandigarh","Meghalaya"
"G2-258554","ST-4116",24,"IG-41152","Diya Mehta",58,"2001-06-21",108800,8275,"marriage affairs","dowry demands",4,"493943","CENTRAL","Hubli-Dharwad","Mizoram"
"G2-258555","ST-4117",17,"IG-41153","Kiara Reddy",63,"2001-06-21",205802,8277,"Divorce","robbery",5,"493945","EAST","Amroha","Nagaland"
"G2-258556","ST-4118",13,"IG-41154","Riya Pandey",42,"2001-06-21",144804,8279,"claims of negligence","unfair dismissal",8,"493947","WEST","Moradabad","Odisha"
"G2-258557","ST-4119",22,"IG-41155","Vivaan Patel",58,"2001-06-21",163427,8281,"appeal against HR","discrimination",14,"493949","SOUTH","Gurgaon","Punjab"
"G2-258558","ST-4120",15,"IG-41156","Saanvi Kapoor",47,"2001-06-21",93212,8283,"Workplace harassment","appeal against HR",4,"493951","NORTH","Aligarh","Rajasthan"
"G2-258559","ST-4121",36,"IG-41157","Arjun Iyer",55,"2001-06-21",223830,8285,"Murder","Workplace harassment",15,"493953","CENTRAL","Solapur","Sikkim"
"G2-258560","ST-4122",17,"IG-41158","Anika Joshi",52,"2001-06-21",217961,8287,"robbery","Murder",4,"493955","EAST","Ranchi","Tamil Nadu"
"G2-258561","ST-4123",28,"IG-41159","Saanvi Jain",60,"2001-06-21",144054,8289,"dowry demands","theft",3,"493957","WEST","Jalandhar","Telangana"
"G2-258562","ST-4124",34,"IG-41160","Kiara Nair",64,"2001-06-21",145026,8291,"robbery","cybercrime",9,"493959","SOUTH","Tiruchirappalli","Tripura"
"G2-258563","ST-4125",27,"IG-41161","Aanya Kapoor",48,"2001-06-21",68543,8293,"unfair dismissal","sedition",12,"493961","NORTH","Bhubaneswar","Uttar Pradesh"
"G2-258564","ST-4126",13,"IG-41162","Krishna Reddy",50,"2001-06-21",144815,8295,"theft","Property dispute",11,"493963","CENTRAL","Salem","Uttarakhand"
"G2-258565","ST-4127",24,"IG-41163","Navya Mishra",63,"2001-06-21",73601,8297,"cybercrime","marriage affairs",13,"493965","EAST","Mysore","West Bengal"
"G2-258566","ST-4128",40,"IG-41164","Riya Pandey",48,"2001-06-21",198435,8299,"sedition","Divorce",3,"493967","WEST","Thiruvananthapuram","Andaman and Nicobar Islands"
"G2-258567","ST-4129",20,"IG-41165","Riya Sharma",57,"2001-06-21",236038,8301,"Property dispute","Fraud",11,"493969","SOUTH","Tiruppur","Chandigarh"
"G2-258568","ST-4130",32,"IG-41166","Meera Das",43,"2001-06-21",82116,8303,"Fraud","riots",3,"493971","NORTH","Gwalior","Dadra and Nagar Haveli and Daman and Diu"
"G2-258569","ST-4131",17,"IG-41167","Aanya Mehta",61,"2001-06-21",225758,8305,"riots","claims of negligence",10,"493973","CENTRAL","Chandrapur","Lakshadweep"
"G2-258570","ST-4132",17,"IG-41168","Kabir Chopra",57,"2001-06-22",156341,8307,"marriage affairs","dowry demands",6,"493975","EAST","Mumbai","Delhi"
"G2-258571","ST-4133",30,"IG-41169","Kiara Reddy",64,"2001-06-22",86766,8309,"Divorce","robbery",3,"493977","WEST","Delhi","Puducherry"
"G2-258572","ST-4134",39,"IG-41170","Riya Mehta",43,"2001-06-22",77699,8311,"claims of negligence","unfair dismissal",15,"493979","SOUTH","Bangalore","Ladakh"
"G2-258573","ST-4135",24,"IG-41171","Riya Gupta",64,"2001-06-22",193075,8313,"appeal against HR","discrimination",14,"493981","NORTH","Hyderabad","Jammu and Kashmir"
"G2-258574","ST-4136",36,"IG-41172","Ishita Jain",48,"2001-06-22",125361,8315,"Workplace harassment","appeal against HR",10,"493983","CENTRAL","Ahmedabad","Maharashtra"
"G2-258575","ST-4137",17,"IG-41173","Aditya Pandey",56,"2001-06-22",247128,8317,"Murder","Workplace harassment",14,"493985","EAST","Chennai","Delhi"
"G2-258576","ST-4138",21,"IG-41174","Navya Gupta",60,"2001-06-22",60609,8319,"robbery","Murder",9,"493987","WEST","Kolkata","Karnataka"
"G2-258577","ST-4139",27,"IG-41175","Vivaan Pandey",40,"2001-06-22",206842,8321,"dowry demands","theft",12,"493989","SOUTH","Surat","Andhra Pradesh"
"G2-258578","ST-4140",32,"IG-41176","Vihaan Bose",47,"2001-06-22",232560,8323,"robbery","cybercrime",9,"493991","NORTH","Pune","Arunachal Pradesh"
"G2-258579","ST-4141",24,"IG-41177","Reyansh Agarwal",39,"2001-06-22",179425,8325,"unfair dismissal","sedition",15,"493993","CENTRAL","Jaipur","Assam"
"G2-258580","ST-4142",27,"IG-41178","Aanya Iyer",59,"2001-06-22",141779,8327,"theft","Property dispute",14,"493995","EAST","Lucknow","Bihar"
"G2-258581","ST-4143",25,"IG-41179","Reyansh Kapoor",49,"2001-06-22",161691,8329,"cybercrime","marriage affairs",6,"493997","WEST","Kanpur","Chhattisgarh"
"G2-258582","ST-4144",30,"IG-41180","Diya Gupta",39,"2001-06-22",220959,8331,"sedition","Divorce",5,"493999","SOUTH","Nagpur","Goa"
"G2-258583","ST-4145",22,"IG-41181","Rishi Chopra",55,"2001-06-22",86006,8333,"Property dispute","Fraud",7,"494001","NORTH","Indore","Gujarat"
"G2-258584","ST-4146",40,"IG-41182","Krishna Bose",52,"2001-06-22",190963,8335,"Fraud","riots",3,"494003","CENTRAL","Thane","Haryana"
"G2-258585","ST-4147",22,"IG-41183","Anika Patel",60,"2001-06-22",236125,8337,"riots","claims of negligence",15,"494005","EAST","Bhopal","Himachal Pradesh"
"G2-258586","ST-4148",40,"IG-41184","Kiara Das",49,"2001-06-22",172947,8339,"marriage affairs","dowry demands",7,"494007","WEST","Visakhapatnam","Jharkhand"
"G2-258587","ST-4149",14,"IG-41185","Kiara Jain",57,"2001-06-22",184081,8341,"Divorce","robbery",12,"494009","SOUTH","Vadodara","Karnataka"
"G2-258588","ST-4150",32,"IG-41186","Ishita Sharma",41,"2001-06-22",66012,8343,"claims of negligence","unfair dismissal",14,"494011","NORTH","Firozabad","Kerala"
"G2-258589","ST-4151",27,"IG-41187","Vihaan Verma",49,"2001-06-22",176113,8345,"appeal against HR","discrimination",7,"494013","CENTRAL","Ludhiana","Madhya Pradesh"
"G2-258590","ST-4152",39,"IG-41188","Riya Saxena",60,"2001-06-22",241777,8347,"Workplace harassment","appeal against HR",9,"494015","EAST","Rajkot","Maharashtra"
"G2-258591","ST-4153",15,"IG-41189","Vivaan Chopra",42,"2001-06-22",142432,8349,"Murder","Workplace harassment",10,"494017","WEST","Agra","Manipur"
"G2-258592","ST-4154",40,"IG-41190","Navya Verma",58,"2001-06-22",120562,8351,"robbery","Murder",10,"494019","SOUTH","Siliguri","Meghalaya"
"G2-258593","ST-4155",13,"IG-41191","Riya Gupta",51,"2001-06-22",229135,8353,"dowry demands","theft",10,"494021","NORTH","Nashik","Mizoram"
"G2-258594","ST-4156",27,"CP-54875","Aarohi Reddy",54,"2001-06-23",161159,8355,"robbery","cybercrime",5,"494023","CENTRAL","Faridabad","Nagaland"
"G2-258595","ST-4157",20,"CP-54876","Reyansh Agarwal",44,"2001-06-23",210312,8357,"unfair dismissal","sedition",6,"494025","EAST","Patna","Odisha"
"G2-258596","ST-4158",36,"CP-54877","Rishi Pandey",51,"2001-06-23",106811,8359,"theft","Property dispute",13,"494027","WEST","Meerut","Punjab"
"G2-258597","ST-4159",30,"CP-54878","Anika Nair",64,"2001-06-23",217066,8361,"cybercrime","marriage affairs",8,"494029","SOUTH","Kalyan-Dombivli","Rajasthan"
"G2-258598","ST-4160",26,"CP-54879","Reyansh Mishra",39,"2001-06-23",87896,8363,"sedition","Divorce",7,"494031","NORTH","Vasai-Virar","Sikkim"
"G2-258599","ST-4161",38,"CP-54880","Aanya Mehta",63,"2001-06-23",90093,8365,"Property dispute","Fraud",5,"494033","CENTRAL","Varanasi","Tamil Nadu"
"G2-258600","ST-4162",17,"CP-54881","Aarav Pandey",59,"2001-06-23",130565,8367,"Fraud","riots",7,"494035","EAST","Srinagar","Telangana"
"G2-258601","ST-4163",26,"CP-54882","Kabir Mishra",56,"2001-06-23",121001,8369,"riots","claims of negligence",5,"494037","WEST","Dhanbad","Tripura"
"G2-258602","ST-4164",39,"CP-54883","Navya Nair",42,"2001-06-23",81455,8371,"marriage affairs","dowry demands",13,"494039","SOUTH","Jodhpur","Uttar Pradesh"
"G2-258603","ST-4165",39,"CP-54884","Vihaan Chopra",45,"2001-06-23",91168,8373,"Divorce","robbery",11,"494041","NORTH","Amritsar","Uttarakhand"
"G2-258604","ST-4166",21,"CP-54885","Kabir Reddy",51,"2001-06-23",230304,8375,"claims of negligence","unfair dismissal",14,"494043","CENTRAL","Raipur","West Bengal"
"G2-258605","ST-4167",23,"CP-54886","Rishi Malhotra",44,"2001-06-23",61830,8377,"appeal against HR","discrimination",15,"494045","EAST","Allahabad","Andaman and Nicobar Islands"
"G2-258606","ST-4168",31,"CP-54887","Aditya Gupta",63,"2001-06-23",205696,8379,"Workplace harassment","appeal against HR",3,"494047","WEST","Coimbatore","Chandigarh"
"G2-258607","ST-4169",35,"CP-54888","Diya Patel",56,"2001-06-23",169526,8381,"Murder","Workplace harassment",11,"494049","SOUTH","Jabalpur","Dadra and Nagar Haveli and Daman and Diu"
"G2-258608","ST-4170",27,"CP-54889","Aanya Bose",43,"2001-06-23",249177,8383,"robbery","Murder",14,"494051","NORTH","Gwalior","Lakshadweep"
"G2-258609","ST-4171",12,"CP-54890","Anika Iyer",51,"2001-06-23",217666,8385,"dowry demands","theft",13,"494053","CENTRAL","Vijayawada","Delhi"
"G2-258610","ST-4172",21,"CP-54891","Krishna Bose",45,"2001-06-23",219911,8387,"robbery","cybercrime",6,"494055","EAST","Madurai","Puducherry"
"G2-258611","ST-4173",24,"CP-54892","Rishi Nair",52,"2001-06-23",205992,8389,"unfair dismissal","sedition",9,"494057","WEST","Guwahati","Ladakh"
"G2-258612","ST-4174",20,"CP-54893","Navya Patel",57,"2001-06-23",99736,8391,"theft","Property dispute",3,"494059","SOUTH","Chandigarh","Jammu and Kashmir"
"G2-258613","ST-4175",30,"CP-54894","Meera Bose",64,"2001-06-23",193963,8393,"cybercrime","marriage affairs",13,"494061","NORTH","Hubli-Dharwad","Maharashtra"
"G2-258614","ST-4176",33,"CP-54895","Navya Singh",64,"2001-06-23",134798,8395,"sedition","Divorce",3,"494063","CENTRAL","Amroha","Delhi"
"G2-258615","ST-4177",33,"CP-54896","Saanvi Malhotra",61,"2001-06-23",245231,8397,"Property dispute","Fraud",15,"494065","EAST","Moradabad","Karnataka"
"G2-258616","ST-4178",20,"CP-54897","Navya Sharma",40,"2001-06-23",53336,8399,"Fraud","riots",11,"494067","WEST","Gurgaon","Andhra Pradesh"
"G2-258617","ST-4179",24,"CP-54898","Vihaan Gupta",58,"2001-06-23",185260,8401,"riots","claims of negligence",4,"494069","SOUTH","Aligarh","Arunachal Pradesh"
"G2-258618","ST-4180",12,"CP-54899","Reyansh Reddy",50,"2001-06-24",181873,8403,"marriage affairs","dowry demands",6,"494071","NORTH","Solapur","Assam"
"G2-258619","ST-4181",35,"CP-54900","Rishi Agarwal",61,"2001-06-24",83875,8405,"Divorce","robbery",9,"494073","CENTRAL","Ranchi","Bihar"
"G2-258620","ST-4182",36,"CP-54901","Saanvi Das",44,"2001-06-24",173643,8407,"claims of negligence","unfair dismissal",11,"494075","EAST","Jalandhar","Chhattisgarh"
"G2-258621","ST-4183",26,"CP-54902","Diya Mishra",50,"2001-06-24",190595,8409,"appeal against HR","discrimination",15,"494077","WEST","Tiruchirappalli","Goa"
"G2-258622","ST-4184",25,"CP-54903","Aanya Nair",50,"2001-06-24",46620,8411,"Workplace harassment","appeal against HR",8,"494079","SOUTH","Bhubaneswar","Gujarat"
"G2-258623","ST-4185",38,"CP-54904","Riya Kapoor",47,"2001-06-24",207105,8413,"Murder","Workplace harassment",5,"494081","NORTH","Salem","Haryana"
"G2-258624","ST-4186",14,"CP-54905","Aarav Mishra",39,"2001-06-24",93831,8415,"robbery","Murder",12,"494083","CENTRAL","Mysore","Himachal Pradesh"
"G2-258625","ST-4187",27,"CP-54906","Reyansh Verma",64,"2001-06-24",209271,8417,"dowry demands","theft",11,"494085","EAST","Thiruvananthapuram","Jharkhand"
"G2-258626","ST-4188",32,"CP-54907","Reyansh Kapoor",45,"2001-06-24",59402,8419,"robbery","cybercrime",8,"494087","WEST","Tiruppur","Karnataka"
"G2-258627","ST-4189",12,"CP-54908","Aditya Sharma",38,"2001-06-24",211420,8421,"unfair dismissal","sedition",9,"494089","SOUTH","Gwalior","Kerala"
"G2-258628","ST-4190",26,"CP-54909","Navya Agarwal",37,"2001-06-24",214916,8423,"theft","Property dispute",11,"494091","NORTH","Chandrapur","Madhya Pradesh"
"G2-258629","ST-4191",14,"CP-54910","Sai Mehta",45,"2001-06-24",91956,8425,"cybercrime","marriage affairs",15,"494093","CENTRAL","Mumbai","Maharashtra"
"G2-258630","ST-4192",27,"CP-54911","Vihaan Joshi",37,"2001-06-24",128105,8427,"sedition","Divorce",7,"494095","EAST","Delhi","Manipur"
"G2-258631","ST-4193",33,"CP-54912","Sai Chopra",62,"2001-06-24",218968,8429,"Property dispute","Fraud",15,"494097","WEST","Bangalore","Meghalaya"
"G2-258632","ST-4194",27,"CP-54913","Kabir Patel",37,"2001-06-24",118861,8431,"Fraud","riots",11,"494099","SOUTH","Hyderabad","Mizoram"
"G2-258633","ST-4195",21,"CP-54914","Kiara Reddy",46,"2001-06-24",70808,8433,"riots","claims of negligence",13,"494101","NORTH","Ahmedabad","Nagaland"
"G2-258634","ST-4196",22,"CP-54915","Vihaan Patel",56,"2001-06-24",152540,8435,"marriage affairs","dowry demands",6,"494103","CENTRAL","Chennai","Odisha"
"G2-258635","ST-4197",29,"CP-54916","Arjun Joshi",57,"2001-06-24",234571,8437,"Divorce","robbery",13,"494105","EAST","Kolkata","Punjab"
"G2-258636","ST-4198",34,"CP-54917","Saanvi Nair",37,"2001-06-24",180087,8439,"claims of negligence","unfair dismissal",9,"494107","WEST","Surat","Rajasthan"
"G2-258637","ST-4199",37,"CP-54918","Anika Sharma",43,"2001-06-24",103884,8441,"appeal against HR","discrimination",15,"494109","SOUTH","Pune","Sikkim"
"G2-258638","ST-4200",17,"CP-54919","Vihaan Mishra",38,"2001-06-24",198495,8443,"Workplace harassment","appeal against HR",4,"494111","NORTH","Jaipur","Tamil Nadu"
"G2-258639","ST-4201",18,"CP-54920","Navya Das",53,"2001-06-24",73509,8445,"Murder","Workplace harassment",14,"494113","CENTRAL","Lucknow","Telangana"
"G2-258640","ST-4202",29,"CP-54921","Krishna Bose",58,"2001-06-24",131234,8447,"robbery","Murder",10,"494115","EAST","Kanpur","Tripura"
"G2-258641","ST-4203",35,"CP-54922","Meera Jain",37,"2001-06-24",120180,8449,"dowry demands","theft",14,"494117","WEST","Nagpur","Uttar Pradesh"
"G2-258642","ST-4204",35,"CP-54923","Kabir Mishra",58,"2001-06-25",47130,8451,"robbery","cybercrime",6,"494119","SOUTH","Indore","Uttarakhand"
"G2-258643","ST-4205",27,"CP-54924","Aarav Mehta",37,"2001-06-25",187158,8453,"unfair dismissal","sedition",7,"494121","NORTH","Thane","West Bengal"
"G2-258644","ST-4206",18,"CP-54925","Aanya Patel",58,"2001-06-25",151123,8455,"theft","Property dispute",13,"494123","CENTRAL","Bhopal","Andaman and Nicobar Islands"
"G2-258645","ST-4207",12,"CP-54926","Kabir Bose",52,"2001-06-25",197665,8457,"cybercrime","marriage affairs",3,"494125","EAST","Visakhapatnam","Chandigarh"
"G2-258646","ST-4208",17,"CP-54927","Vihaan Gupta",64,"2001-06-25",116810,8459,"sedition","Divorce",12,"494127","WEST","Vadodara","Dadra and Nagar Haveli and Daman and Diu"
"G2-258647","ST-4209",35,"CP-54928","Arjun Das",64,"2001-06-25",143926,8461,"Property dispute","Fraud",15,"494129","SOUTH","Firozabad","Lakshadweep"
"G2-258648","ST-4210",21,"CP-54929","Aarav Mehta",53,"2001-06-25",133145,8463,"Fraud","riots",4,"494131","NORTH","Ludhiana","Delhi"
"G2-258649","ST-4211",14,"CP-54930","Anika Nair",49,"2001-06-25",114877,8465,"riots","claims of negligence",14,"494133","CENTRAL","Rajkot","Puducherry"
"G2-258650","ST-4212",36,"CP-54931","Anika Gupta",55,"2001-06-25",52150,8467,"marriage affairs","dowry demands",3,"494135","EAST","Agra","Ladakh"
"G2-258651","ST-4213",37,"CP-54932","Kabir Singh",46,"2001-06-25",242710,8469,"Divorce","robbery",10,"494137","WEST","Siliguri","Jammu and Kashmir"
"G2-258652","ST-4214",17,"CP-54933","Kiara Gupta",63,"2001-06-25",52062,8471,"claims of negligence","unfair dismissal",11,"494139","SOUTH","Nashik","Maharashtra"
"G2-258653","ST-4215",30,"CP-54934","Arjun Bose",51,"2001-06-25",246521,8473,"appeal against HR","discrimination",14,"494141","NORTH","Faridabad","Delhi"
"G2-258654","ST-4216",12,"CP-54935","Saanvi Iyer",59,"2001-06-25",64584,8475,"Workplace harassment","appeal against HR",15,"494143","CENTRAL","Patna","Karnataka"
"G2-258655","ST-4217",15,"CP-54936","Navya Verma",51,"2001-06-25",134617,8477,"Murder","Workplace harassment",13,"494145","EAST","Meerut","Andhra Pradesh"
"G2-258656","ST-4218",39,"CP-54937","Kiara Saxena",54,"2001-06-25",131915,8479,"robbery","Murder",4,"494147","WEST","Kalyan-Dombivli","Arunachal Pradesh"
"G2-258657","ST-4219",32,"CP-54938","Rishi Mehta",60,"2001-06-25",197978,8481,"dowry demands","theft",6,"494149","SOUTH","Vasai-Virar","Assam"
"G2-258658","ST-4220",28,"CP-54939","Ishita Verma",46,"2001-06-25",110453,8483,"robbery","cybercrime",14,"494151","NORTH","Varanasi","Bihar"
"G2-258659","ST-4221",34,"CP-54940","Meera Singh",56,"2001-06-25",156842,8485,"unfair dismissal","sedition",10,"494153","CENTRAL","Srinagar","Chhattisgarh"
"G2-258660","ST-4222",12,"CP-54941","Kabir Mehta",60,"2001-06-25",227120,8487,"theft","Property dispute",4,"494155","EAST","Dhanbad","Goa"
"G2-258661","ST-4223",35,"CP-54942","Ishita Bose",46,"2001-06-25",55352,8489,"cybercrime","marriage affairs",6,"494157","WEST","Jodhpur","Gujarat"
"G2-258662","ST-4224",32,"CP-54943","Diya Kapoor",42,"2001-06-25",109281,8491,"sedition","Divorce",12,"494159","SOUTH","Amritsar","Haryana"
"G2-258663","ST-4225",13,"CP-54944","Reyansh Malhotra",46,"2001-06-25",248979,8493,"Property dispute","Fraud",11,"494161","NORTH","Raipur","Himachal Pradesh"
